SalesOrderID,ShipMethodID,OnlineOrderFlag,CreditCardID,SubTotal,TaxAmt,Freight,TotalDue,SalesPersonID
43881,5,0,569,38816.8056,3725.7234,1164.2885,43706.8175,277
43882,5,0,11282,2024.994,194.3994,60.7498,2280.1432,282
43883,5,0,6126,18320.6894,1763.0175,550.943,20634.6499,275
43884,5,0,16665,115696.3313,11215.3536,3504.798,130416.4829,277
43885,5,0,13246,68.4,5.928,1.8525,76.1805,276
43886,5,0,11745,17358.0101,1664.9942,520.3107,19543.315,282
43887,5,0,9478,419.4589,40.2681,12.5838,472.3108,279
43888,5,0,12102,14432.8174,1388.4649,433.8953,16255.1776,282
43889,5,0,16905,2082.6748,199.3984,62.312,2344.3852,278
43890,5,0,14184,75191.9599,7234.307,2260.7209,84686.9878,278
43891,5,0,13366,32569.104,3126.3148,976.9734,36672.3922,282
43892,5,0,13468,16544.5461,1587.1682,495.9901,18627.7044,281
43893,5,0,18480,419.4589,40.2681,12.5838,472.3108,282
43894,5,0,4842,32492.604,3118.7048,974.5952,36585.904,280
43895,5,0,11011,32459.9278,3121.4886,975.4652,36556.8816,280
43896,5,0,8991,4345.8268,416.1227,130.0383,4891.9878,277
43897,5,0,17861,51235.0091,4912.9311,1535.291,57683.2312,276
43898,5,0,6452,50948.9161,4908.5808,1533.9315,57391.4284,278
43899,5,0,7475,11942.5965,1147.8551,358.7047,13449.1563,277
43900,5,0,8663,34628.298,3323.6782,1038.6494,38990.6256,279
43901,5,0,9973,22717.5954,2177.0702,680.3344,25575,276
43902,5,0,13160,52803.4477,5091.7865,1591.1833,59486.4175,279
43903,5,0,13420,20.1865,1.6149,0.5047,22.3061,279
43904,5,0,13104,11361.2706,1093.5814,341.7442,12796.5962,277
43905,5,0,10234,9880.2666,950.9438,297.1699,11128.3803,279
43906,5,0,15321,32971.323,3162.1366,988.1677,37121.6273,277
43907,5,0,4835,14660.3024,1407.7759,439.93,16508.0083,275
43908,5,0,161,2561.5408,246.3213,76.9754,2884.8375,275
43909,5,0,11815,25493.3215,2461.1244,769.1014,28723.5473,283
43910,5,0,8103,19411.9336,1867.3968,583.5615,21862.8919,279
43911,5,0,10270,19734.8665,1896.6545,592.7045,22224.2255,280
43912,5,0,12177,13078.2699,1258.9537,393.423,14730.6466,276
43913,5,0,15798,36724.0974,3522.2975,1100.718,41347.1129,277
43914,5,0,1660,8152.776,782.4537,244.5168,9179.7465,281
43915,5,0,11781,4049.988,388.7988,121.4996,4560.2864,275
43916,5,0,6264,39450.7884,3788.8057,1184.0018,44423.5959,276
43917,5,0,2470,21356.1593,2050.8186,640.8808,24047.8587,283
43918,1,1,11637,3578.27,286.2616,89.4568,3953.9884,NULL
43919,1,1,19192,3578.27,286.2616,89.4568,3953.9884,NULL
43920,1,1,13339,3578.27,286.2616,89.4568,3953.9884,NULL
43921,1,1,1714,3578.27,286.2616,89.4568,3953.9884,NULL
43922,1,1,10141,3578.27,286.2616,89.4568,3953.9884,NULL
43923,1,1,9202,3578.27,286.2616,89.4568,3953.9884,NULL
43924,1,1,NULL,3578.27,286.2616,89.4568,3953.9884,NULL
43925,1,1,16992,3578.27,286.2616,89.4568,3953.9884,NULL
43926,1,1,17432,3374.99,269.9992,84.3748,3729.364,NULL
43927,1,1,10726,3578.27,286.2616,89.4568,3953.9884,NULL
43928,1,1,14446,3578.27,286.2616,89.4568,3953.9884,NULL
43929,1,1,6963,699.0982,55.9279,17.4775,772.5036,NULL
43930,1,1,18586,3578.27,286.2616,89.4568,3953.9884,NULL
43931,1,1,6819,3578.27,286.2616,89.4568,3953.9884,NULL
43932,1,1,269,3578.27,286.2616,89.4568,3953.9884,NULL
43933,1,1,18382,3399.99,271.9992,84.9998,3756.989,NULL
43934,1,1,4693,3399.99,271.9992,84.9998,3756.989,NULL
43935,1,1,17801,699.0982,55.9279,17.4775,772.5036,NULL
43936,1,1,14720,3578.27,286.2616,89.4568,3953.9884,NULL
43937,1,1,3460,3578.27,286.2616,89.4568,3953.9884,NULL
43938,1,1,9400,3578.27,286.2616,89.4568,3953.9884,NULL
43939,1,1,12524,3578.27,286.2616,89.4568,3953.9884,NULL
43940,1,1,1400,699.0982,55.9279,17.4775,772.5036,NULL
43941,1,1,11686,3578.27,286.2616,89.4568,3953.9884,NULL
43942,1,1,19065,3578.27,286.2616,89.4568,3953.9884,NULL
43943,1,1,10093,699.0982,55.9279,17.4775,772.5036,NULL
43944,1,1,18160,3399.99,271.9992,84.9998,3756.989,NULL
43945,1,1,4559,3578.27,286.2616,89.4568,3953.9884,NULL
43946,1,1,1301,3578.27,286.2616,89.4568,3953.9884,NULL
43947,1,1,1890,3578.27,286.2616,89.4568,3953.9884,NULL
43948,1,1,8816,3399.99,271.9992,84.9998,3756.989,NULL
43949,1,0,12099,3578.27,286.2616,89.4568,3953.9884,NULL
43950,1,0,0,3578.27,286.2616,89.4568,3953.9884,NULL
43951,1,1,4649,3578.27,286.2616,89.4568,3953.9884,NULL
43952,1,0,5213,3578.27,286.2616,89.4568,3953.9884,NULL
43953,1,0,13222,699.0982,55.9279,17.4775,772.5036,NULL
43954,1,1,13315,3578.27,286.2616,89.4568,3953.9884,NULL
43955,1,1,19068,3578.27,286.2616,89.4568,3953.9884,NULL
43956,1,0,9306,3399.99,271.9992,84.9998,3756.989,NULL
43957,1,1,5365,3578.27,286.2616,89.4568,3953.9884,NULL
43958,1,1,8948,3578.27,286.2616,89.4568,3953.9884,NULL
43959,1,1,9071,3374.99,269.9992,84.3748,3729.364,NULL
43960,1,1,14955,3374.99,269.9992,84.3748,3729.364,NULL
43961,1,1,7808,3578.27,286.2616,89.4568,3953.9884,NULL
43962,1,1,6829,3578.27,286.2616,89.4568,3953.9884,NULL
43963,1,1,3262,3578.27,286.2616,89.4568,3953.9884,NULL
43964,1,1,6168,3578.27,286.2616,89.4568,3953.9884,NULL
43965,1,1,10047,3374.99,269.9992,84.3748,3729.364,NULL
43966,1,1,11169,3399.99,271.9992,84.9998,3756.989,NULL
43967,1,1,3376,3578.27,286.2616,89.4568,3953.9884,NULL
43968,1,1,18833,3578.27,286.2616,89.4568,3953.9884,NULL
43969,1,1,5284,3578.27,286.2616,89.4568,3953.9884,NULL
43970,1,1,NULL,3578.27,286.2616,89.4568,3953.9884,NULL
43971,1,1,9820,3578.27,286.2616,89.4568,3953.9884,NULL
43972,1,1,2888,3578.27,286.2616,89.4568,3953.9884,NULL
43973,1,1,4947,3578.27,286.2616,89.4568,3953.9884,NULL
43974,1,1,18889,3578.27,286.2616,89.4568,3953.9884,NULL
43975,1,1,4964,3578.27,286.2616,89.4568,3953.9884,NULL
43976,1,1,3080,3578.27,286.2616,89.4568,3953.9884,NULL
43977,1,1,6914,3578.27,286.2616,89.4568,3953.9884,NULL
43978,1,1,12614,3578.27,286.2616,89.4568,3953.9884,NULL
43979,1,1,1937,699.0982,55.9279,17.4775,772.5036,NULL
43980,1,1,17271,3374.99,269.9992,84.3748,3729.364,NULL
43981,1,1,14104,3578.27,286.2616,89.4568,3953.9884,NULL
43982,1,1,13227,699.0982,55.9279,17.4775,772.5036,NULL
43983,1,1,13899,3578.27,286.2616,89.4568,3953.9884,NULL
43984,1,1,14141,3578.27,286.2616,89.4568,3953.9884,NULL
43985,1,1,6184,3578.27,286.2616,89.4568,3953.9884,NULL
43986,1,1,17988,3578.27,286.2616,89.4568,3953.9884,NULL
43987,1,1,11724,3578.27,286.2616,89.4568,3953.9884,NULL
43988,1,1,16105,3399.99,271.9992,84.9998,3756.989,NULL
43989,1,1,NULL,3578.27,286.2616,89.4568,3953.9884,NULL
43990,1,1,17355,3399.99,271.9992,84.9998,3756.989,NULL
43991,1,1,15438,3578.27,286.2616,89.4568,3953.9884,NULL
43992,1,1,755,3578.27,286.2616,89.4568,3953.9884,NULL
43993,1,1,7605,3578.27,286.2616,89.4568,3953.9884,NULL
43994,1,1,7892,3578.27,286.2616,89.4568,3953.9884,NULL
43995,1,1,17810,3578.27,286.2616,89.4568,3953.9884,NULL
43996,1,1,19108,3578.27,286.2616,89.4568,3953.9884,NULL
43997,1,1,12375,3578.27,286.2616,89.4568,3953.9884,NULL
43998,1,1,16251,3374.99,269.9992,84.3748,3729.364,NULL
43999,1,1,1092,3578.27,286.2616,89.4568,3953.9884,NULL
44000,1,1,11353,3578.27,286.2616,89.4568,3953.9884,NULL
44001,1,1,10690,3578.27,286.2616,89.4568,3953.9884,NULL
44002,1,1,8115,699.0982,55.9279,17.4775,772.5036,NULL
44003,1,1,6987,699.0982,55.9279,17.4775,772.5036,NULL
44004,1,1,14278,3578.27,286.2616,89.4568,3953.9884,NULL
44005,1,1,12059,699.0982,55.9279,17.4775,772.5036,NULL
44006,1,1,9929,3578.27,286.2616,89.4568,3953.9884,NULL
44007,1,1,1535,699.0982,55.9279,17.4775,772.5036,NULL
44008,1,1,1166,3578.27,286.2616,89.4568,3953.9884,NULL
44009,1,1,10257,3578.27,286.2616,89.4568,3953.9884,NULL
44010,1,1,1971,3578.27,286.2616,89.4568,3953.9884,NULL
44011,1,1,19150,3578.27,286.2616,89.4568,3953.9884,NULL
44012,1,1,15531,3374.99,269.9992,84.3748,3729.364,NULL
44013,1,1,9126,3578.27,286.2616,89.4568,3953.9884,NULL
44014,1,1,14687,3578.27,286.2616,89.4568,3953.9884,NULL
44015,1,1,1612,3578.27,286.2616,89.4568,3953.9884,NULL
44016,1,1,18337,3374.99,269.9992,84.3748,3729.364,NULL
44017,1,1,18877,3578.27,286.2616,89.4568,3953.9884,NULL
44018,1,1,1052,3374.99,269.9992,84.3748,3729.364,NULL
44019,1,1,16032,3578.27,286.2616,89.4568,3953.9884,NULL
44020,1,1,8632,3578.27,286.2616,89.4568,3953.9884,NULL
44021,1,1,11205,3374.99,269.9992,84.3748,3729.364,NULL
44022,1,1,7382,3578.27,286.2616,89.4568,3953.9884,NULL
44023,1,1,2858,3374.99,269.9992,84.3748,3729.364,NULL
44024,1,1,3976,3578.27,286.2616,89.4568,3953.9884,NULL
44025,1,1,6608,3578.27,286.2616,89.4568,3953.9884,NULL
44026,1,1,NULL,3578.27,286.2616,89.4568,3953.9884,NULL
44027,1,1,2640,3578.27,286.2616,89.4568,3953.9884,NULL
44028,1,1,3004,3578.27,286.2616,89.4568,3953.9884,NULL
44029,1,1,13645,3374.99,269.9992,84.3748,3729.364,NULL
44030,1,1,8038,3578.27,286.2616,89.4568,3953.9884,NULL
44031,1,1,5552,3578.27,286.2616,89.4568,3953.9884,NULL
44032,1,1,3590,3399.99,271.9992,84.9998,3756.989,NULL
44033,1,1,9720,3578.27,286.2616,89.4568,3953.9884,NULL
44034,1,1,2390,3578.27,286.2616,89.4568,3953.9884,NULL
44035,1,1,8507,3578.27,286.2616,89.4568,3953.9884,NULL
44036,1,1,2190,3578.27,286.2616,89.4568,3953.9884,NULL
44037,1,1,18340,699.0982,55.9279,17.4775,772.5036,NULL
44038,1,1,17758,3399.99,271.9992,84.9998,3756.989,NULL
44039,1,1,8186,699.0982,55.9279,17.4775,772.5036,NULL
44040,1,1,2264,3374.99,269.9992,84.3748,3729.364,NULL
44041,1,1,10308,3578.27,286.2616,89.4568,3953.9884,NULL
44042,1,1,10199,3578.27,286.2616,89.4568,3953.9884,NULL
44043,1,1,9615,3578.27,286.2616,89.4568,3953.9884,NULL
44044,1,1,10386,3578.27,286.2616,89.4568,3953.9884,NULL
44045,1,1,6432,3399.99,271.9992,84.9998,3756.989,NULL
44046,1,1,9195,3578.27,286.2616,89.4568,3953.9884,NULL
44047,1,1,9227,3399.99,271.9992,84.9998,3756.989,NULL
44048,1,1,6347,3578.27,286.2616,89.4568,3953.9884,NULL
44049,1,1,560,3578.27,286.2616,89.4568,3953.9884,NULL
44050,1,1,5892,3578.27,286.2616,89.4568,3953.9884,NULL
44051,1,1,527,3578.27,286.2616,89.4568,3953.9884,NULL
44052,1,1,16022,3578.27,286.2616,89.4568,3953.9884,NULL
44053,1,1,17376,699.0982,55.9279,17.4775,772.5036,NULL
44054,1,1,7682,3578.27,286.2616,89.4568,3953.9884,NULL
44055,1,1,NULL,3578.27,286.2616,89.4568,3953.9884,NULL
44056,1,1,11757,3578.27,286.2616,89.4568,3953.9884,NULL
44057,1,1,18925,699.0982,55.9279,17.4775,772.5036,NULL
44058,1,1,5295,3374.99,269.9992,84.3748,3729.364,NULL
44059,1,1,4476,3578.27,286.2616,89.4568,3953.9884,NULL
44060,1,1,1032,699.0982,55.9279,17.4775,772.5036,NULL
